YearQuarter,Race_Ethnic,EDUC_LTD,Child_Status,Unemp,in_LF,WTFINL
2019Q2,"Black, Non-Hispanic",< HS,No Children,0,0,325761.261
2019Q2,"Black, Non-Hispanic",< HS,No Children,0,1,223388.4189
2019Q2,"Black, Non-Hispanic",< HS,No Children,1,1,56310.8595
2019Q2,"Black, Non-Hispanic",< HS,Older Children,0,0,399494.8223
2019Q2,"Black, Non-Hispanic",< HS,Older Children,0,1,434324.7991
2019Q2,"Black, Non-Hispanic",< HS,Older Children,1,1,55549.6284
2019Q2,"Black, Non-Hispanic",< HS,Child < 5,0,0,78106.5494
2019Q2,"Black, Non-Hispanic",< HS,Child < 5,0,1,168071.7091
2019Q2,"Black, Non-Hispanic",< HS,Child < 5,1,1,35998.2682
2019Q2,"Black, Non-Hispanic",High School Diploma,No Children,0,0,1085412.9561
2019Q2,"Black, Non-Hispanic",High School Diploma,No Children,0,1,1920568.1628
2019Q2,"Black, Non-Hispanic",High School Diploma,No Children,1,1,91664.7924
2019Q2,"Black, Non-Hispanic",High School Diploma,Older Children,0,0,719728.0145
2019Q2,"Black, Non-Hispanic",High School Diploma,Older Children,0,1,2125202.7331
2019Q2,"Black, Non-Hispanic",High School Diploma,Older Children,1,1,140314.3746
2019Q2,"Black, Non-Hispanic",High School Diploma,Child < 5,0,0,407440.6355
2019Q2,"Black, Non-Hispanic",High School Diploma,Child < 5,0,1,635889.8642
2019Q2,"Black, Non-Hispanic",High School Diploma,Child < 5,1,1,71384.2663
2019Q2,"Black, Non-Hispanic",Some College,No Children,0,0,659843.7808
2019Q2,"Black, Non-Hispanic",Some College,No Children,0,1,2746580.4273
2019Q2,"Black, Non-Hispanic",Some College,No Children,1,1,133131.0231
2019Q2,"Black, Non-Hispanic",Some College,Older Children,0,0,581633.3244
2019Q2,"Black, Non-Hispanic",Some College,Older Children,0,1,2875865.8814
2019Q2,"Black, Non-Hispanic",Some College,Older Children,1,1,111111.9113
2019Q2,"Black, Non-Hispanic",Some College,Child < 5,0,0,312429.3195
2019Q2,"Black, Non-Hispanic",Some College,Child < 5,0,1,1157894.2706
2019Q2,"Black, Non-Hispanic",Some College,Child < 5,1,1,51902.9019
2019Q2,"Black, Non-Hispanic",College +,No Children,0,0,510751.9195
2019Q2,"Black, Non-Hispanic",College +,No Children,0,1,3529144.5089
2019Q2,"Black, Non-Hispanic",College +,No Children,1,1,91063.9985
2019Q2,"Black, Non-Hispanic",College +,Older Children,0,0,258417.9243
2019Q2,"Black, Non-Hispanic",College +,Older Children,0,1,2670932.5811
2019Q2,"Black, Non-Hispanic",College +,Older Children,1,1,46730.2906
2019Q2,"Black, Non-Hispanic",College +,Child < 5,0,0,214325.4165
2019Q2,"Black, Non-Hispanic",College +,Child < 5,0,1,970680.2581
2019Q2,"Black, Non-Hispanic",College +,Child < 5,1,1,17268.8938
2019Q2,Hispanic,< HS,No Children,0,0,892153.0587
2019Q2,Hispanic,< HS,No Children,0,1,797914.9748
2019Q2,Hispanic,< HS,No Children,1,1,50886.2261
2019Q2,Hispanic,< HS,Older Children,0,0,2445978.9866
2019Q2,Hispanic,< HS,Older Children,0,1,2739838.5286
2019Q2,Hispanic,< HS,Older Children,1,1,137490.137
2019Q2,Hispanic,< HS,Child < 5,0,0,1076669.3521
2019Q2,Hispanic,< HS,Child < 5,0,1,707198.12
2019Q2,Hispanic,< HS,Child < 5,1,1,66774.3576
2019Q2,Hispanic,High School Diploma,No Children,0,0,853501.4624
2019Q2,Hispanic,High School Diploma,No Children,0,1,2098249.9835
2019Q2,Hispanic,High School Diploma,No Children,1,1,71473.1349
2019Q2,Hispanic,High School Diploma,Older Children,0,0,1519196.599
2019Q2,Hispanic,High School Diploma,Older Children,0,1,3659454.6811
2019Q2,Hispanic,High School Diploma,Older Children,1,1,117332.0127
2019Q2,Hispanic,High School Diploma,Child < 5,0,0,1023842.4931
2019Q2,Hispanic,High School Diploma,Child < 5,0,1,1231325.9887
2019Q2,Hispanic,High School Diploma,Child < 5,1,1,63675.5105
2019Q2,Hispanic,Some College,No Children,0,0,611742.2365
2019Q2,Hispanic,Some College,No Children,0,1,2530341.4941
2019Q2,Hispanic,Some College,No Children,1,1,95502.3887
2019Q2,Hispanic,Some College,Older Children,0,0,949480.7016
2019Q2,Hispanic,Some College,Older Children,0,1,3224024.2139
2019Q2,Hispanic,Some College,Older Children,1,1,87482.8711
2019Q2,Hispanic,Some College,Child < 5,0,0,513018.6219
2019Q2,Hispanic,Some College,Child < 5,0,1,1164435.8335
2019Q2,Hispanic,Some College,Child < 5,1,1,43937.2843
2019Q2,Hispanic,College +,No Children,0,0,480429.5821
2019Q2,Hispanic,College +,No Children,0,1,2819409.2333
2019Q2,Hispanic,College +,No Children,1,1,88895.7876
2019Q2,Hispanic,College +,Older Children,0,0,507185.3857
2019Q2,Hispanic,College +,Older Children,0,1,2489901.0734
2019Q2,Hispanic,College +,Older Children,1,1,53785.6478
2019Q2,Hispanic,College +,Child < 5,0,0,459964.6322
2019Q2,Hispanic,College +,Child < 5,0,1,1135502.9852
2019Q2,Hispanic,College +,Child < 5,1,1,32955.4049
2019Q2,"White, Non-Hispanic",< HS,No Children,0,0,1074975.2401
2019Q2,"White, Non-Hispanic",< HS,No Children,0,1,680182.7556
2019Q2,"White, Non-Hispanic",< HS,No Children,1,1,48547.4821
2019Q2,"White, Non-Hispanic",< HS,Older Children,0,0,697939.6693
2019Q2,"White, Non-Hispanic",< HS,Older Children,0,1,708358.6845
2019Q2,"White, Non-Hispanic",< HS,Older Children,1,1,40297.8083
2019Q2,"White, Non-Hispanic",< HS,Child < 5,0,0,482714.5
2019Q2,"White, Non-Hispanic",< HS,Child < 5,0,1,236483.0182
2019Q2,"White, Non-Hispanic",< HS,Child < 5,1,1,20508.3362
2019Q2,"White, Non-Hispanic",High School Diploma,No Children,0,0,2732581.4351
2019Q2,"White, Non-Hispanic",High School Diploma,No Children,0,1,6631915.0178
2019Q2,"White, Non-Hispanic",High School Diploma,No Children,1,1,209133.9653
2019Q2,"White, Non-Hispanic",High School Diploma,Older Children,0,0,2722323.1709
2019Q2,"White, Non-Hispanic",High School Diploma,Older Children,0,1,6425662.2881
2019Q2,"White, Non-Hispanic",High School Diploma,Older Children,1,1,206457.7499
2019Q2,"White, Non-Hispanic",High School Diploma,Child < 5,0,0,1379382.9519
2019Q2,"White, Non-Hispanic",High School Diploma,Child < 5,0,1,1842451.0613
2019Q2,"White, Non-Hispanic",High School Diploma,Child < 5,1,1,94799.1389
2019Q2,"White, Non-Hispanic",Some College,No Children,0,0,2277864.8153
2019Q2,"White, Non-Hispanic",Some College,No Children,0,1,8972586.3622
2019Q2,"White, Non-Hispanic",Some College,No Children,1,1,232861.5849
2019Q2,"White, Non-Hispanic",Some College,Older Children,0,0,2869246.5861
2019Q2,"White, Non-Hispanic",Some College,Older Children,0,1,10054410.016
2019Q2,"White, Non-Hispanic",Some College,Older Children,1,1,254573.3626
2019Q2,"White, Non-Hispanic",Some College,Child < 5,0,0,1856423.9856
2019Q2,"White, Non-Hispanic",Some College,Child < 5,0,1,3310737.1302
2019Q2,"White, Non-Hispanic",Some College,Child < 5,1,1,123793.3047
2019Q2,"White, Non-Hispanic",College +,No Children,0,0,2566415.2585
2019Q2,"White, Non-Hispanic",College +,No Children,0,1,20343396.544
2019Q2,"White, Non-Hispanic",College +,No Children,1,1,386638.9592
2019Q2,"White, Non-Hispanic",College +,Older Children,0,0,2945827.1397
2019Q2,"White, Non-Hispanic",College +,Older Children,0,1,16384204.022
2019Q2,"White, Non-Hispanic",College +,Older Children,1,1,319892.2611
2019Q2,"White, Non-Hispanic",College +,Child < 5,0,0,2425364.6078
2019Q2,"White, Non-Hispanic",College +,Child < 5,0,1,7887446.3241
2019Q2,"White, Non-Hispanic",College +,Child < 5,1,1,102049.7379
2019Q2,All Other,< HS,No Children,0,0,187250.5328
2019Q2,All Other,< HS,No Children,0,1,188870.4843
2019Q2,All Other,< HS,No Children,1,1,9730.2879
2019Q2,All Other,< HS,Older Children,0,0,271303.7564
2019Q2,All Other,< HS,Older Children,0,1,294623.5229
2019Q2,All Other,< HS,Older Children,1,1,6490.5229
2019Q2,All Other,< HS,Child < 5,0,0,113007.7861
2019Q2,All Other,< HS,Child < 5,0,1,54177.8848
2019Q2,All Other,High School Diploma,No Children,0,0,397865.7521
2019Q2,All Other,High School Diploma,No Children,0,1,785032.6031
2019Q2,All Other,High School Diploma,No Children,1,1,31291.6045
2019Q2,All Other,High School Diploma,Older Children,0,0,438239.6535
2019Q2,All Other,High School Diploma,Older Children,0,1,981439.5838
2019Q2,All Other,High School Diploma,Older Children,1,1,21663.0199
2019Q2,All Other,High School Diploma,Child < 5,0,0,287483.6197
2019Q2,All Other,High School Diploma,Child < 5,0,1,249122.0493
2019Q2,All Other,High School Diploma,Child < 5,1,1,23588.3962
2019Q2,All Other,Some College,No Children,0,0,454450.054
2019Q2,All Other,Some College,No Children,0,1,1035036.9707
2019Q2,All Other,Some College,No Children,1,1,54783.6196
2019Q2,All Other,Some College,Older Children,0,0,476612.2636
2019Q2,All Other,Some College,Older Children,0,1,1307142.6819
2019Q2,All Other,Some College,Older Children,1,1,53547.856
2019Q2,All Other,Some College,Child < 5,0,0,265100.6735
2019Q2,All Other,Some College,Child < 5,0,1,405951.4805
2019Q2,All Other,Some College,Child < 5,1,1,38981.2618
2019Q2,All Other,College +,No Children,0,0,773677.6866
2019Q2,All Other,College +,No Children,0,1,3852783.3267
2019Q2,All Other,College +,No Children,1,1,46574.5608
2019Q2,All Other,College +,Older Children,0,0,983008.3852
2019Q2,All Other,College +,Older Children,0,1,3037931.012
2019Q2,All Other,College +,Older Children,1,1,32576.5544
2019Q2,All Other,College +,Child < 5,0,0,1044975.5956
2019Q2,All Other,College +,Child < 5,0,1,1390959.927
2019Q2,All Other,College +,Child < 5,1,1,54390.0386
2019Q3,"Black, Non-Hispanic",< HS,No Children,0,0,356333.8662
2019Q3,"Black, Non-Hispanic",< HS,No Children,0,1,244835.3357
2019Q3,"Black, Non-Hispanic",< HS,No Children,1,1,56125.4628
2019Q3,"Black, Non-Hispanic",< HS,Older Children,0,0,248416.0734
2019Q3,"Black, Non-Hispanic",< HS,Older Children,0,1,331069.0382
2019Q3,"Black, Non-Hispanic",< HS,Older Children,1,1,34783.5585
2019Q3,"Black, Non-Hispanic",< HS,Child < 5,0,0,124007.2214
2019Q3,"Black, Non-Hispanic",< HS,Child < 5,0,1,207706.5078
2019Q3,"Black, Non-Hispanic",< HS,Child < 5,1,1,18979.9086
2019Q3,"Black, Non-Hispanic",High School Diploma,No Children,0,0,950346.2277
2019Q3,"Black, Non-Hispanic",High School Diploma,No Children,0,1,2097148.2284
2019Q3,"Black, Non-Hispanic",High School Diploma,No Children,1,1,104682.2253
2019Q3,"Black, Non-Hispanic",High School Diploma,Older Children,0,0,834037.4271
2019Q3,"Black, Non-Hispanic",High School Diploma,Older Children,0,1,2226897.8736
2019Q3,"Black, Non-Hispanic",High School Diploma,Older Children,1,1,144401.3001
2019Q3,"Black, Non-Hispanic",High School Diploma,Child < 5,0,0,503919.1556
2019Q3,"Black, Non-Hispanic",High School Diploma,Child < 5,0,1,819194.7778
2019Q3,"Black, Non-Hispanic",High School Diploma,Child < 5,1,1,71042.2551
2019Q3,"Black, Non-Hispanic",Some College,No Children,0,0,679413.0959
2019Q3,"Black, Non-Hispanic",Some College,No Children,0,1,2503872.3285
2019Q3,"Black, Non-Hispanic",Some College,No Children,1,1,82942.8228
2019Q3,"Black, Non-Hispanic",Some College,Older Children,0,0,557735.3279
2019Q3,"Black, Non-Hispanic",Some College,Older Children,0,1,2946510.7257
2019Q3,"Black, Non-Hispanic",Some College,Older Children,1,1,121305.2139
2019Q3,"Black, Non-Hispanic",Some College,Child < 5,0,0,327547.5995
2019Q3,"Black, Non-Hispanic",Some College,Child < 5,0,1,1034997.9354
2019Q3,"Black, Non-Hispanic",Some College,Child < 5,1,1,49404.1738
2019Q3,"Black, Non-Hispanic",College +,No Children,0,0,546808.2055
2019Q3,"Black, Non-Hispanic",College +,No Children,0,1,3070488.6355
2019Q3,"Black, Non-Hispanic",College +,No Children,1,1,131329.3013
2019Q3,"Black, Non-Hispanic",College +,Older Children,0,0,323442.3328
2019Q3,"Black, Non-Hispanic",College +,Older Children,0,1,2758682.7734
2019Q3,"Black, Non-Hispanic",College +,Older Children,1,1,117817.997
2019Q3,"Black, Non-Hispanic",College +,Child < 5,0,0,172130.7429
2019Q3,"Black, Non-Hispanic",College +,Child < 5,0,1,1067666.135
2019Q3,"Black, Non-Hispanic",College +,Child < 5,1,1,23365.3544
2019Q3,Hispanic,< HS,No Children,0,0,818755.262
2019Q3,Hispanic,< HS,No Children,0,1,812865.7191
2019Q3,Hispanic,< HS,No Children,1,1,41317.9225
2019Q3,Hispanic,< HS,Older Children,0,0,2177982.184
2019Q3,Hispanic,< HS,Older Children,0,1,2822013.0564
2019Q3,Hispanic,< HS,Older Children,1,1,188283.1864
2019Q3,Hispanic,< HS,Child < 5,0,0,991051.0178
2019Q3,Hispanic,< HS,Child < 5,0,1,655058.0531
2019Q3,Hispanic,< HS,Child < 5,1,1,70399.8539
2019Q3,Hispanic,High School Diploma,No Children,0,0,979694.0778
2019Q3,Hispanic,High School Diploma,No Children,0,1,2367666.0134
2019Q3,Hispanic,High School Diploma,No Children,1,1,99849.5108
2019Q3,Hispanic,High School Diploma,Older Children,0,0,1572157.135
2019Q3,Hispanic,High School Diploma,Older Children,0,1,3565999.5784
2019Q3,Hispanic,High School Diploma,Older Children,1,1,152939.1619
2019Q3,Hispanic,High School Diploma,Child < 5,0,0,953159.8398
2019Q3,Hispanic,High School Diploma,Child < 5,0,1,1227225.776
2019Q3,Hispanic,High School Diploma,Child < 5,1,1,47831.9695
2019Q3,Hispanic,Some College,No Children,0,0,519048.5057
2019Q3,Hispanic,Some College,No Children,0,1,2471258.2229
2019Q3,Hispanic,Some College,No Children,1,1,114685.0281
2019Q3,Hispanic,Some College,Older Children,0,0,871915.9528
2019Q3,Hispanic,Some College,Older Children,0,1,2870886.1914
2019Q3,Hispanic,Some College,Older Children,1,1,106843.2222
2019Q3,Hispanic,Some College,Child < 5,0,0,517631.5751
2019Q3,Hispanic,Some College,Child < 5,0,1,1227728.8701
2019Q3,Hispanic,Some College,Child < 5,1,1,54695.0467
2019Q3,Hispanic,College +,No Children,0,0,526531.2229
2019Q3,Hispanic,College +,No Children,0,1,2951478.445
2019Q3,Hispanic,College +,No Children,1,1,85204.6616
2019Q3,Hispanic,College +,Older Children,0,0,688648.5744
2019Q3,Hispanic,College +,Older Children,0,1,2661738.6181
2019Q3,Hispanic,College +,Older Children,1,1,86000.8394
2019Q3,Hispanic,College +,Child < 5,0,0,594245.1911
2019Q3,Hispanic,College +,Child < 5,0,1,1070987.9223
2019Q3,Hispanic,College +,Child < 5,1,1,29011.5668
2019Q3,"White, Non-Hispanic",< HS,No Children,0,0,827913.3352
2019Q3,"White, Non-Hispanic",< HS,No Children,0,1,780210.3831
2019Q3,"White, Non-Hispanic",< HS,No Children,1,1,35873.1243
2019Q3,"White, Non-Hispanic",< HS,Older Children,0,0,761175.2218
2019Q3,"White, Non-Hispanic",< HS,Older Children,0,1,820380.79
2019Q3,"White, Non-Hispanic",< HS,Older Children,1,1,80520.177
2019Q3,"White, Non-Hispanic",< HS,Child < 5,0,0,426439.2104
2019Q3,"White, Non-Hispanic",< HS,Child < 5,0,1,243752.8978
2019Q3,"White, Non-Hispanic",< HS,Child < 5,1,1,11128.5362
2019Q3,"White, Non-Hispanic",High School Diploma,No Children,0,0,2898372.127
2019Q3,"White, Non-Hispanic",High School Diploma,No Children,0,1,6608640.9477
2019Q3,"White, Non-Hispanic",High School Diploma,No Children,1,1,302194.6391
2019Q3,"White, Non-Hispanic",High School Diploma,Older Children,0,0,2674817.6272
2019Q3,"White, Non-Hispanic",High School Diploma,Older Children,0,1,6512623.6927
2019Q3,"White, Non-Hispanic",High School Diploma,Older Children,1,1,280620.6931
2019Q3,"White, Non-Hispanic",High School Diploma,Child < 5,0,0,1375812.3573
2019Q3,"White, Non-Hispanic",High School Diploma,Child < 5,0,1,1753900.8214
2019Q3,"White, Non-Hispanic",High School Diploma,Child < 5,1,1,87886.2029
2019Q3,"White, Non-Hispanic",Some College,No Children,0,0,2340085.8876
2019Q3,"White, Non-Hispanic",Some College,No Children,0,1,8875613.2977
2019Q3,"White, Non-Hispanic",Some College,No Children,1,1,400729.1942
2019Q3,"White, Non-Hispanic",Some College,Older Children,0,0,2677341.4864
2019Q3,"White, Non-Hispanic",Some College,Older Children,0,1,9715127.3847
2019Q3,"White, Non-Hispanic",Some College,Older Children,1,1,299792.0887
2019Q3,"White, Non-Hispanic",Some College,Child < 5,0,0,1829008.4446
2019Q3,"White, Non-Hispanic",Some College,Child < 5,0,1,3268649.1169
2019Q3,"White, Non-Hispanic",Some College,Child < 5,1,1,104414.3244
2019Q3,"White, Non-Hispanic",College +,No Children,0,0,2381916.0953
2019Q3,"White, Non-Hispanic",College +,No Children,0,1,20849407.267
2019Q3,"White, Non-Hispanic",College +,No Children,1,1,469550.5276
2019Q3,"White, Non-Hispanic",College +,Older Children,0,0,3109308.1909
2019Q3,"White, Non-Hispanic",College +,Older Children,0,1,16212851.472
2019Q3,"White, Non-Hispanic",College +,Older Children,1,1,367665.1315
2019Q3,"White, Non-Hispanic",College +,Child < 5,0,0,2269902.0104
2019Q3,"White, Non-Hispanic",College +,Child < 5,0,1,7669000.9977
2019Q3,"White, Non-Hispanic",College +,Child < 5,1,1,109403.525
2019Q3,All Other,< HS,No Children,0,0,249422.4064
2019Q3,All Other,< HS,No Children,0,1,110610.3711
2019Q3,All Other,< HS,No Children,1,1,16254.2367
2019Q3,All Other,< HS,Older Children,0,0,190164.4959
2019Q3,All Other,< HS,Older Children,0,1,296786.8686
2019Q3,All Other,< HS,Older Children,1,1,3522.693
2019Q3,All Other,< HS,Child < 5,0,0,101643.3217
2019Q3,All Other,< HS,Child < 5,0,1,72695.1259
2019Q3,All Other,< HS,Child < 5,1,1,1177.649
2019Q3,All Other,High School Diploma,No Children,0,0,401034.2876
2019Q3,All Other,High School Diploma,No Children,0,1,724108.4151
2019Q3,All Other,High School Diploma,No Children,1,1,21514.1553
2019Q3,All Other,High School Diploma,Older Children,0,0,484110.3757
2019Q3,All Other,High School Diploma,Older Children,0,1,995205.0839
2019Q3,All Other,High School Diploma,Older Children,1,1,40007.3601
2019Q3,All Other,High School Diploma,Child < 5,0,0,213924.3864
2019Q3,All Other,High School Diploma,Child < 5,0,1,406346.8992
2019Q3,All Other,High School Diploma,Child < 5,1,1,24021.4867
2019Q3,All Other,Some College,No Children,0,0,325744.3392
2019Q3,All Other,Some College,No Children,0,1,1270722.3649
2019Q3,All Other,Some College,No Children,1,1,48349.8999
2019Q3,All Other,Some College,Older Children,0,0,383235.1023
2019Q3,All Other,Some College,Older Children,0,1,1181925.7533
2019Q3,All Other,Some College,Older Children,1,1,32945.1207
2019Q3,All Other,Some College,Child < 5,0,0,259929.6272
2019Q3,All Other,Some College,Child < 5,0,1,361022.2456
2019Q3,All Other,Some College,Child < 5,1,1,30145.6468
2019Q3,All Other,College +,No Children,0,0,829045.2412
2019Q3,All Other,College +,No Children,0,1,4079075.753
2019Q3,All Other,College +,No Children,1,1,110652.0592
2019Q3,All Other,College +,Older Children,0,0,1011187.0193
2019Q3,All Other,College +,Older Children,0,1,2990382.0048
2019Q3,All Other,College +,Older Children,1,1,71525.6277
2019Q3,All Other,College +,Child < 5,0,0,900387.3276
2019Q3,All Other,College +,Child < 5,0,1,1459436.3906
2019Q3,All Other,College +,Child < 5,1,1,14020.5122
2019Q4,"Black, Non-Hispanic",< HS,No Children,0,0,319697.6032
2019Q4,"Black, Non-Hispanic",< HS,No Children,0,1,313977.7859
2019Q4,"Black, Non-Hispanic",< HS,No Children,1,1,3737.1468
2019Q4,"Black, Non-Hispanic",< HS,Older Children,0,0,283919.8353
2019Q4,"Black, Non-Hispanic",< HS,Older Children,0,1,479671.3839
2019Q4,"Black, Non-Hispanic",< HS,Older Children,1,1,81881.0472
2019Q4,"Black, Non-Hispanic",< HS,Child < 5,0,0,120350.6972
2019Q4,"Black, Non-Hispanic",< HS,Child < 5,0,1,137931.4515
2019Q4,"Black, Non-Hispanic",< HS,Child < 5,1,1,22976.4979
2019Q4,"Black, Non-Hispanic",High School Diploma,No Children,0,0,961343.6637
2019Q4,"Black, Non-Hispanic",High School Diploma,No Children,0,1,2113693.2343
2019Q4,"Black, Non-Hispanic",High School Diploma,No Children,1,1,140609.2805
2019Q4,"Black, Non-Hispanic",High School Diploma,Older Children,0,0,773039.5062
2019Q4,"Black, Non-Hispanic",High School Diploma,Older Children,0,1,2042498.2431
2019Q4,"Black, Non-Hispanic",High School Diploma,Older Children,1,1,187533.4779
2019Q4,"Black, Non-Hispanic",High School Diploma,Child < 5,0,0,418009.5879
2019Q4,"Black, Non-Hispanic",High School Diploma,Child < 5,0,1,929959.6548
2019Q4,"Black, Non-Hispanic",High School Diploma,Child < 5,1,1,65354.5919
2019Q4,"Black, Non-Hispanic",Some College,No Children,0,0,544684.4344
2019Q4,"Black, Non-Hispanic",Some College,No Children,0,1,2279920.0526
2019Q4,"Black, Non-Hispanic",Some College,No Children,1,1,103782.3865
2019Q4,"Black, Non-Hispanic",Some College,Older Children,0,0,504745.626
2019Q4,"Black, Non-Hispanic",Some College,Older Children,0,1,2776332.6415
2019Q4,"Black, Non-Hispanic",Some College,Older Children,1,1,117050.6965
2019Q4,"Black, Non-Hispanic",Some College,Child < 5,0,0,366860.5464
2019Q4,"Black, Non-Hispanic",Some College,Child < 5,0,1,1254871.2406
2019Q4,"Black, Non-Hispanic",Some College,Child < 5,1,1,39833.2642
2019Q4,"Black, Non-Hispanic",College +,No Children,0,0,403026.8344
2019Q4,"Black, Non-Hispanic",College +,No Children,0,1,3450213.8016
2019Q4,"Black, Non-Hispanic",College +,No Children,1,1,103187.5869
2019Q4,"Black, Non-Hispanic",College +,Older Children,0,0,284475.8128
2019Q4,"Black, Non-Hispanic",College +,Older Children,0,1,2925795.2176
2019Q4,"Black, Non-Hispanic",College +,Older Children,1,1,73099.1191
2019Q4,"Black, Non-Hispanic",College +,Child < 5,0,0,230270.4962
2019Q4,"Black, Non-Hispanic",College +,Child < 5,0,1,1121585.7831
2019Q4,"Black, Non-Hispanic",College +,Child < 5,1,1,27904.1874
2019Q4,Hispanic,< HS,No Children,0,0,552901.3554
2019Q4,Hispanic,< HS,No Children,0,1,835941.0992
2019Q4,Hispanic,< HS,No Children,1,1,45504.1045
2019Q4,Hispanic,< HS,Older Children,0,0,2076356.7094
2019Q4,Hispanic,< HS,Older Children,0,1,2713139.6128
2019Q4,Hispanic,< HS,Older Children,1,1,140430.0239
2019Q4,Hispanic,< HS,Child < 5,0,0,875777.9985
2019Q4,Hispanic,< HS,Child < 5,0,1,629940.9584
2019Q4,Hispanic,< HS,Child < 5,1,1,58173.3415
2019Q4,Hispanic,High School Diploma,No Children,0,0,936666.4602
2019Q4,Hispanic,High School Diploma,No Children,0,1,2124952.7047
2019Q4,Hispanic,High School Diploma,No Children,1,1,114299.4936
2019Q4,Hispanic,High School Diploma,Older Children,0,0,1553254.0041
2019Q4,Hispanic,High School Diploma,Older Children,0,1,3756170.0281
2019Q4,Hispanic,High School Diploma,Older Children,1,1,172834.7851
2019Q4,Hispanic,High School Diploma,Child < 5,0,0,1062732.9364
2019Q4,Hispanic,High School Diploma,Child < 5,0,1,1301803.0295
2019Q4,Hispanic,High School Diploma,Child < 5,1,1,58175.7043
2019Q4,Hispanic,Some College,No Children,0,0,549027.8873
2019Q4,Hispanic,Some College,No Children,0,1,2466145.0892
2019Q4,Hispanic,Some College,No Children,1,1,92137.2698
2019Q4,Hispanic,Some College,Older Children,0,0,928502.695
2019Q4,Hispanic,Some College,Older Children,0,1,2892319.2772
2019Q4,Hispanic,Some College,Older Children,1,1,133975.8529
2019Q4,Hispanic,Some College,Child < 5,0,0,654917.2268
2019Q4,Hispanic,Some College,Child < 5,0,1,1347869.28
2019Q4,Hispanic,Some College,Child < 5,1,1,25467.5208
2019Q4,Hispanic,College +,No Children,0,0,515649.3843
2019Q4,Hispanic,College +,No Children,0,1,3312675.0162
2019Q4,Hispanic,College +,No Children,1,1,115778.9559
2019Q4,Hispanic,College +,Older Children,0,0,572829.2432
2019Q4,Hispanic,College +,Older Children,0,1,2872341.096
2019Q4,Hispanic,College +,Older Children,1,1,41658.8141
2019Q4,Hispanic,College +,Child < 5,0,0,429064.7528
2019Q4,Hispanic,College +,Child < 5,0,1,1162015.758
2019Q4,Hispanic,College +,Child < 5,1,1,25379.5064
2019Q4,"White, Non-Hispanic",< HS,No Children,0,0,771770.9334
2019Q4,"White, Non-Hispanic",< HS,No Children,0,1,651312.2387
2019Q4,"White, Non-Hispanic",< HS,No Children,1,1,45638.9328
2019Q4,"White, Non-Hispanic",< HS,Older Children,0,0,671716.8054
2019Q4,"White, Non-Hispanic",< HS,Older Children,0,1,824584.7864
2019Q4,"White, Non-Hispanic",< HS,Older Children,1,1,57447.8519
2019Q4,"White, Non-Hispanic",< HS,Child < 5,0,0,434350.6177
2019Q4,"White, Non-Hispanic",< HS,Child < 5,0,1,214237.8498
2019Q4,"White, Non-Hispanic",< HS,Child < 5,1,1,27906.392
2019Q4,"White, Non-Hispanic",High School Diploma,No Children,0,0,2677548.36
2019Q4,"White, Non-Hispanic",High School Diploma,No Children,0,1,6171348.8898
2019Q4,"White, Non-Hispanic",High School Diploma,No Children,1,1,237403.8437
2019Q4,"White, Non-Hispanic",High School Diploma,Older Children,0,0,2592717.8068
2019Q4,"White, Non-Hispanic",High School Diploma,Older Children,0,1,6602539.5239
2019Q4,"White, Non-Hispanic",High School Diploma,Older Children,1,1,197106.3046
2019Q4,"White, Non-Hispanic",High School Diploma,Child < 5,0,0,1334048.6386
2019Q4,"White, Non-Hispanic",High School Diploma,Child < 5,0,1,1844363.5836
2019Q4,"White, Non-Hispanic",High School Diploma,Child < 5,1,1,107852.1186
2019Q4,"White, Non-Hispanic",Some College,No Children,0,0,2156000.9627
2019Q4,"White, Non-Hispanic",Some College,No Children,0,1,9572369.0323
2019Q4,"White, Non-Hispanic",Some College,No Children,1,1,241132.9808
2019Q4,"White, Non-Hispanic",Some College,Older Children,0,0,2631857.0119
2019Q4,"White, Non-Hispanic",Some College,Older Children,0,1,9843220.0567
2019Q4,"White, Non-Hispanic",Some College,Older Children,1,1,259964.5013
2019Q4,"White, Non-Hispanic",Some College,Child < 5,0,0,1586678.0618
2019Q4,"White, Non-Hispanic",Some College,Child < 5,0,1,3398759.2157
2019Q4,"White, Non-Hispanic",Some College,Child < 5,1,1,106569.438
2019Q4,"White, Non-Hispanic",College +,No Children,0,0,2461941.3938
2019Q4,"White, Non-Hispanic",College +,No Children,0,1,21446476.211
2019Q4,"White, Non-Hispanic",College +,No Children,1,1,340488.9309
2019Q4,"White, Non-Hispanic",College +,Older Children,0,0,2441765.1251
2019Q4,"White, Non-Hispanic",College +,Older Children,0,1,16881097.823
2019Q4,"White, Non-Hispanic",College +,Older Children,1,1,234884.2519
2019Q4,"White, Non-Hispanic",College +,Child < 5,0,0,1955228.4054
2019Q4,"White, Non-Hispanic",College +,Child < 5,0,1,7905189.1964
2019Q4,"White, Non-Hispanic",College +,Child < 5,1,1,102589.0176
2019Q4,All Other,< HS,No Children,0,0,244095.5504
2019Q4,All Other,< HS,No Children,0,1,178459.0083
2019Q4,All Other,< HS,No Children,1,1,9864.0811
2019Q4,All Other,< HS,Older Children,0,0,202563.3182
2019Q4,All Other,< HS,Older Children,0,1,262454.2246
